FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,year,week,Timeline
Marc,Albrighton,MID,LEI,5200000,2,18,2.6,5e-07,3.4615384615384596e-06,0,45409,0,9,0,0,0,0,0,3.5,2362,-3,0,18,3,0.4,0,2.3,0,0,4,0,0,1.0,7411,0,519,0,0,513,480,0,0,68,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,2016,8,Y16W8
Toby,Alderweireld,DEF,TOT,6500000,1,31,3.9,6e-07,4.76923076923077e-06,0,334594,0,3,0,0,0,0,0,4.8,118171,0,0,31,0,0.5,0,3.0,0,0,4,0,0,15.9,69112,0,598,0,0,689,817,0,0,157,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Trent,Alexander-Arnold,MID,LIV,4400000,0,0,0.0,0.0,0.0,0,793,0,0,0,0,0,0,0,0.0,47,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,714,0,0,0,0,0,19,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
Joe,Allen,MID,STK,5000000,16,43,5.4,1.08e-06,8.599999999999999e-06,0,47687,1,14,0,0,0,4,0,9.0,3172,0,-2,43,0,2.3,0,11.7,7,0,2,0,0,7.8,281755,0,132,0,1,622,240116,2,0,184,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Bamidele,Alli,MID,TOT,8200000,10,38,4.8,5.85365853658537e-07,4.6341463414634106e-06,0,254569,1,4,0,0,0,3,0,4.6,4359,-3,0,38,3,0.8,0,6.7,3,0,3,0,1,6.7,69826,0,666,0,0,648,21562,0,0,118,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Marcos,Alonso,DEF,CHE,5900000,6,13,0.5416666666666671,9.18079096045198e-08,2.20338983050847e-06,0,1996,0,0,0,0,0,0,0,2.2,332,-1,0,13,1,0.7,0,4.3,0,0,2,0,0,0.2,6821,0,0,0,0,216,3170,0,0,64,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Daniel,Amartey,MID,LEI,4500000,2,17,2.4,5.33333333333333e-07,3.77777777777778e-06,0,3397,1,12,0,0,0,0,0,3.8,693,0,0,17,0,0.7,0,3.3,0,0,2,0,1,0.2,6663,0,23,0,0,563,949,0,0,86,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,2016,8,Y16W8
Jordi,Amat,DEF,SWA,4100000,1,11,1.4,3.41463414634146e-07,2.68292682926829e-06,0,115945,3,15,0,0,0,0,0,2.7,7470,1,0,11,-1,0.2,0,0.7,0,0,1,0,0,14.2,290400,0,63,0,0,720,19958,0,0,126,Watford,Stoke,Man Utd,Everton,Crystal Palace,2016,8,Y16W8
Nordin,Amrabat,MID,WAT,5000000,2,17,2.4,4.8e-07,3.4e-06,0,6364,2,11,0,0,0,0,0,3.4,393,0,0,17,0,0.5,0,2.7,3,0,1,0,1,0.1,7099,0,74,0,0,514,181,0,0,61,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1962,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1534,0,0,0,0,0,10,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
,Angelino,DEF,MCI,4400000,0,0,0.0,0.0,0.0,0,1670,0,0,0,0,0,0,0,0.0,73,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,491,0,0,0,0,0,38,0,0,0,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2016,8,Y16W8
Victor,Anichebe,FWD,SUN,4500000,1,2,0.0833333333333333,1.85185185185185e-08,4.44444444444444e-07,0,1715,0,1,0,0,0,0,0,0.4,305,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.1,4573,0,0,0,0,15,1025,0,0,3,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Michail,Antonio,MID,WHU,7100000,3,45,5.6,7.887323943661971e-07,6.33802816901408e-06,0,342963,1,16,0,0,0,5,0,6.3,97884,1,1,45,-1,0.3,0,2.3,4,0,2,0,0,14.0,693997,0,452,0,2,681,15311,-1,0,144,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Ikechi,Anya,MID,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,5298,0,0,0,0,0,0,0,0.2,133,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,328,0,176,0,0,10,1,0,0,3,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Alvaro,Arbeloa,DEF,WHU,4900000,0,1,0.0416666666666667,8.50340136054422e-09,2.04081632653061e-07,0,3038,2,4,0,0,0,0,0,0.2,412,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,4232,0,0,0,0,174,132,0,0,21,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Scott,Arfield,MID,BUR,5200000,0,10,0.4166666666666671,8.01282051282051e-08,1.92307692307692e-06,0,3741,1,6,0,0,0,0,0,1.9,185,-3,0,10,3,0.1,0,0.7,0,0,2,0,0,0.1,793,0,0,0,0,328,5,0,0,37,Everton,Man Utd,Crystal Palace,West Brom,Man City,2016,8,Y16W8
Marko,Arnautovic,MID,STK,7200000,5,21,2.6,3.61111111111111e-07,2.91666666666667e-06,0,50851,4,15,0,0,0,1,0,2.9,2846,-3,0,21,3,0.4,0,3.0,0,0,1,0,1,1.4,26354,0,528,0,0,703,4297,0,0,78,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Harry,Arter,MID,BOU,5000000,2,23,2.9,5.8e-07,4.6e-06,0,6857,0,12,0,0,0,0,0,4.6,1457,0,0,23,0,0.8,0,4.0,2,0,2,0,2,0.3,8154,0,188,0,0,706,148,0,1,130,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,2016,8,Y16W8
Takuma,Asano,FWD,ARS,4900000,0,0,0.0,0.0,0.0,0,3911,0,0,0,0,0,0,0,0.0,51,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,401,0,0,0,0,0,5,0,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Joel,Asoro,MID,SUN,4500000,0,1,0.0416666666666667,9.259259259259259e-09,2.22222222222222e-07,0,408,0,0,0,0,0,0,0,0.2,22,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,395,0,0,0,0,10,8,0,0,3,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Charlie,Austin,FWD,SOU,6500000,13,36,5.1,7.84615384615385e-07,5.53846153846154e-06,0,74500,0,0,0,0,0,4,0,5.6,10711,0,-1,36,0,1.4,0,9.0,6,0,4,0,1,9.4,369360,0,32,0,1,367,146135,1,0,127,Man City,Chelsea,Hull City,Liverpool,Everton,2016,8,Y16W8
Daniel,Ayala,DEF,MID,5000000,1,14,0.583333333333333,1.1666666666666698e-07,2.8e-06,0,5996,2,5,0,0,0,1,0,2.8,667,0,0,14,0,0.1,0,0.3,0,0,1,0,0,0.2,4962,0,0,0,0,300,68,0,0,71,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Andre,Ayew,MID,WHU,7100000,0,1,0.0416666666666667,5.86854460093897e-09,1.4084507042253498e-07,0,266875,0,0,0,0,0,0,0,0.1,636,-4,1,1,4,0.0,0,0.0,0,0,0,0,0,1.1,2568,0,524,0,0,34,41,-1,0,5,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Cesar,Azpilicueta,DEF,CHE,6000000,6,30,3.8,6.33333333333333e-07,5e-06,0,198944,2,9,0,0,0,0,0,5.0,8954,0,0,30,0,0.8,0,4.7,4,0,3,0,1,10.7,116408,0,470,0,0,720,9156,0,0,170,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
,Baba Rahman,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,864,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,83,0,138,0,0,0,11,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Eric,Bailly,DEF,MUN,5500000,7,31,3.9,7.09090909090909e-07,5.6363636363636395e-06,0,183413,2,8,0,0,0,0,0,5.6,9483,0,0,31,0,0.9,0,4.7,7,0,3,0,0,13.6,173645,0,0,0,0,720,19751,0,0,188,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
Leighton,Baines,DEF,EVE,5500000,0,21,4.2,7.636363636363641e-07,3.81818181818182e-06,0,295696,0,3,0,0,0,0,0,3.8,55768,0,0,21,0,0.0,1,0.0,2,0,2,0,1,6.9,226401,0,212,0,0,450,1187,0,0,108,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Mario,Balotelli,FWD,LIV,6300000,0,0,0.0,0.0,0.0,0,10497,0,0,0,0,0,0,0,0.0,128,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1304,0,0,0,0,0,30,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
Patrick,Bamford,FWD,BUR,5000000,1,3,0.125,2.5e-08,6e-07,0,1468,0,1,0,0,0,0,0,0.6,178,0,0,3,0,0.1,0,0.3,0,0,0,0,0,0.0,2562,0,0,0,0,33,146,0,0,6,Everton,Man Utd,Crystal Palace,West Brom,Man City,2016,8,Y16W8
Alex,Baptiste,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,2723,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2322,0,0,0,0,0,23,0,0,0,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Phil,Bardsley,DEF,STK,4400000,6,10,0.4166666666666671,9.469696969696973e-08,2.2727272727272702e-06,0,2956,1,6,0,0,0,0,0,2.3,244,-1,0,10,1,0.5,0,2.3,0,0,1,0,0,0.1,1464,0,107,0,0,335,75,0,0,57,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Ross,Barkley,MID,EVE,7200000,0,24,3.4,4.722222222222222e-07,3.3333333333333304e-06,0,525604,1,5,0,0,0,1,0,3.3,41806,-3,1,24,3,0.2,0,1.3,3,0,1,0,1,8.1,447948,0,654,0,0,564,875,-1,0,67,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Ashley,Barnes,FWD,BUR,4400000,0,0,0.0,0.0,0.0,0,4515,0,0,0,0,0,0,0,0.0,319,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,3792,0,0,0,0,0,215,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Man City,2016,8,Y16W8
Antonio,Barragan,DEF,MID,4500000,1,17,2.1,4.66666666666667e-07,3.77777777777778e-06,0,11265,3,11,0,0,0,0,0,3.8,1464,0,0,17,0,0.2,0,1.0,3,0,1,0,0,0.6,15394,0,0,0,0,698,397,0,0,138,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Modou,Barrow,FWD,SWA,5000000,5,19,2.4,4.8e-07,3.8e-06,0,29903,0,10,0,0,0,0,0,3.8,2558,0,0,19,0,0.5,0,2.3,0,0,1,0,2,1.0,38559,0,120,0,0,506,8726,0,0,94,Watford,Stoke,Man Utd,Everton,Crystal Palace,2016,8,Y16W8
Gareth,Barry,MID,EVE,4700000,2,27,3.4,7.23404255319149e-07,5.74468085106383e-06,0,151385,3,6,0,0,0,2,0,5.7,25269,2,0,27,-2,0.3,0,1.3,3,0,2,0,0,7.1,300556,0,418,0,0,678,6033,0,0,133,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Borja,Baston,FWD,SWA,6900000,6,13,0.5416666666666671,7.850241545893719e-08,1.8840579710144902e-06,0,4254,0,2,0,0,0,1,0,1.9,274,-1,0,13,1,0.6,0,4.0,1,0,0,0,1,0.1,4715,0,0,0,0,142,3163,0,0,37,Watford,Stoke,Man Utd,Everton,Crystal Palace,2016,8,Y16W8
Michy,Batshuayi,FWD,CHE,8600000,0,13,2.6,3.0232558139534886e-07,1.51162790697674e-06,0,96904,0,0,0,0,0,1,0,1.5,2348,-4,1,13,4,0.0,0,0.3,1,0,0,0,1,1.1,36691,0,0,0,0,58,170,-1,0,40,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Asmir,Begovic,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,4150,0,0,0,0,0,0,0,0.0,156,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,938,0,150,0,0,0,29,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,2016,8,Y16W8
Valon,Behrami,MID,WAT,4500000,3,14,1.8,4e-07,3.11111111111111e-06,0,7279,3,13,0,0,0,0,0,3.1,761,0,0,14,0,0.4,0,2.0,0,0,1,0,0,0.3,6992,0,127,0,0,693,468,0,0,87,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Hector,Bellerin,DEF,ARS,6600000,4,36,4.5,6.81818181818182e-07,5.45454545454545e-06,0,306244,0,9,0,0,0,0,0,5.5,10603,1,-1,36,-1,1.1,0,7.0,5,0,3,0,2,26.9,217143,0,541,0,1,720,47819,1,0,159,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,2016,8,Y16W8
Yohan,Benalouane,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,6328,0,0,0,0,0,0,0,0.0,250,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1190,0,15,0,0,0,17,0,0,0,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,2016,8,Y16W8
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,3792,0,0,0,0,0,0,0,0.0,64,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,413,0,29,0,0,0,2,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,2016,8,Y16W8
Saido,Berahino,FWD,WBA,6100000,0,6,1.5,2.45901639344262e-07,9.83606557377049e-07,0,37719,1,2,0,0,0,0,0,1.0,1693,-4,1,6,4,0.0,0,0.0,0,0,2,0,0,0.6,10038,0,226,0,0,243,259,-1,0,-3,Liverpool,Man City,Leicester,Burnley,Hull City,2016,8,Y16W8
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,63,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,19,0,55,0,0,0,2,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
,Bernardo,DEF,MID,4400000,0,0,0.0,0.0,0.0,0,456,0,0,0,0,0,0,0,0.0,29,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,195,0,0,0,0,0,21,0,0,0,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2016,8,Y16W8
Ryan,Bertrand,DEF,SOU,5400000,0,24,6.0,1.11111111111111e-06,4.44444444444444e-06,0,28144,1,2,0,0,0,0,0,4.4,7303,-1,0,24,1,1.1,0,5.7,3,0,3,0,1,1.0,30336,0,415,0,1,360,572,0,0,91,Man City,Chelsea,Hull City,Liverpool,Everton,2016,8,Y16W8
Muhamed,Besic,MID,EVE,4400000,0,0,0.0,0.0,0.0,0,918,0,0,0,0,0,0,0,0.0,31,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,292,0,75,0,0,0,7,0,0,0,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Daley,Blind,DEF,MUN,5700000,6,38,5.4,9.473684210526319e-07,6.66666666666667e-06,0,60209,0,5,0,0,0,0,0,6.8,7505,2,-1,38,-2,1.2,0,6.7,7,0,3,0,2,8.4,246860,0,477,0,0,630,38156,1,0,200,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,302,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,306,0,0,0,0,0,16,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,2016,8,Y16W8
,Bojan,MID,STK,5700000,0,12,0.5,8.7719298245614e-08,2.10526315789474e-06,0,87443,1,8,0,0,0,1,0,2.1,4356,-3,1,12,3,0.0,0,0.0,0,0,0,0,0,1.1,39564,0,360,0,0,271,133,-1,0,47,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Yannick,Bolasie,MID,EVE,6000000,5,24,3.0,5e-07,4e-06,0,166769,2,5,0,0,0,0,0,4.0,13144,0,1,24,0,0.5,0,2.7,1,0,2,0,3,5.3,184617,0,469,0,0,570,8731,-1,0,99,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Wilfried,Bony,FWD,STK,7300000,2,10,2.0,2.73972602739726e-07,1.36986301369863e-06,0,66215,0,9,0,0,0,0,0,1.4,3449,-2,0,10,2,0.3,0,2.0,0,0,2,0,0,1.0,68515,0,249,0,0,391,4682,0,0,31,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Fabio,Borini,FWD,SUN,5200000,0,4,2.0,3.84615384615385e-07,7.69230769230769e-07,0,63804,0,2,0,0,0,0,0,0.8,907,-3,0,4,3,0.0,0,0.0,0,0,1,0,0,0.6,5539,0,280,0,0,153,44,0,0,11,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,2016,8,Y16W8
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,2741,0,0,0,0,0,0,0,0.0,46,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,64,0,123,0,0,0,2,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,2016,8,Y16W8
Artur,Boruc,GLK,BOU,4600000,3,30,3.8,8.260869565217391e-07,6.52173913043478e-06,0,60460,1,12,0,28,0,0,0,6.5,7133,1,0,30,-1,0.8,0,3.7,0,0,2,0,0,7.6,136228,0,281,1,1,720,6301,0,0,159,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,2016,8,Y16W8
Sofiane,Boufal,MID,SOU,6800000,0,0,0.0,0.0,0.0,0,2826,0,0,0,0,0,0,0,0.0,68,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,3354,0,0,0,0,0,141,0,0,0,Man City,Chelsea,Hull City,Liverpool,Everton,2016,8,Y16W8
Jarrod,Bowen,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2249,0,0,0,0,0,0,0,0.0,144,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2971,0,0,0,0,0,109,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
George,Boyd,MID,BUR,5200000,2,18,2.3,4.4230769230769217e-07,3.4615384615384596e-06,0,6628,0,12,0,0,0,0,0,3.4,393,-3,1,18,3,0.4,0,2.3,0,0,2,0,0,0.1,1667,0,0,0,0,710,54,-1,0,84,Everton,Man Utd,Crystal Palace,West Brom,Man City,2016,8,Y16W8
Cameron,Brannagan,MID,LIV,4300000,0,0,0.0,0.0,0.0,0,1127,0,0,0,0,0,0,0,0.0,144,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,711,0,27,0,0,0,90,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,2016,8,Y16W8
Claudio,Bravo,GLK,MCI,5500000,2,24,4.8,8.72727272727273e-07,4.3636363636363605e-06,0,25178,0,5,0,14,0,0,0,4.4,5691,0,0,24,0,1.0,0,5.3,3,0,1,0,0,2.6,88942,0,0,1,1,450,4438,0,0,109,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2016,8,Y16W8
Miguel,Britos,DEF,WAT,4400000,6,11,1.8,4.09090909090909e-07,2.5e-06,0,2669,2,8,0,0,0,0,0,2.5,193,-1,0,11,1,0.5,0,2.3,0,0,1,0,0,0.1,3435,0,205,0,0,534,298,0,0,91,Swansea,Hull City,Liverpool,Leicester,Stoke,2016,8,Y16W8
Leon,Britton,MID,SWA,4400000,1,5,0.208333333333333,4.7348484848484904e-08,1.13636363636364e-06,0,2162,1,7,0,0,0,0,0,1.1,121,-1,0,5,1,0.3,0,1.3,0,0,0,0,0,0.1,906,0,166,0,0,258,83,0,0,37,Watford,Stoke,Man Utd,Everton,Crystal Palace,2016,8,Y16W8
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,23077,0,0,0,0,0,0,0,0.0,2049,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,28331,0,22,0,0,0,5016,0,0,0,Burnley,West Ham,Chelsea,Swansea,Southampton,2016,8,Y16W8
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,3307,0,0,0,0,0,0,0,0.0,227,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,2636,0,0,0,0,0,319,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,2016,8,Y16W8
Chris,Brunt,DEF,WBA,4900000,1,1,0.0416666666666667,8.50340136054422e-09,2.04081632653061e-07,0,578,0,1,0,0,0,0,0,0.2,17,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.0,317,0,230,0,0,22,135,0,0,3,Liverpool,Man City,Leicester,Burnley,Hull City,2016,8,Y16W8
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1858,0,0,0,0,0,0,0,0.0,81,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2115,0,0,0,0,0,27,0,0,0,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Jack,Butland,GLK,STK,4700000,0,0,0.0,0.0,0.0,0,121757,0,0,0,0,0,0,0,0.0,2988,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,1.4,1998,0,341,0,0,0,57,-1,0,0,Hull City,Swansea,West Ham,Bournemouth,Watford,2016,8,Y16W8
Sam,Byram,DEF,WHU,4400000,0,7,0.29166666666666696,6.62878787878788e-08,1.59090909090909e-06,0,23454,2,6,0,0,0,0,0,1.6,2523,-1,1,7,1,0.1,0,0.3,0,0,1,0,0,0.4,11187,0,39,0,0,264,19,-1,0,56,Sunderland,Everton,Stoke,Tottenham,Man Utd,2016,8,Y16W8
Willy,Caballero,GLK,MCI,4900000,0,6,0.25,5.10204081632653e-08,1.22448979591837e-06,0,23075,0,3,0,5,0,0,0,1.2,659,-1,0,6,1,0.0,0,0.0,0,0,0,0,0,0.4,20032,0,45,0,0,270,43,0,0,39,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2016,8,Y16W8
